Timestamp,Grid Size,Environment Type,Trial ID,Algorithm,Nodes Expanded,Execution Time (ns),Path Length,Peak Memory (Nodes in Open),Success
2026-01-24T18:43:22.907590,64,Open Field,8,A*,177,2090400,31.071067811865476,105,True
2026-01-24T18:43:22.918350,64,Open Field,8,BFS,1493,10759700,31.07106781186548,80,True
2026-01-24T18:43:22.930951,64,Open Field,8,Dijkstra,1479,12601100,31.071067811865476,100,True
2026-01-24T18:43:22.931953,64,Open Field,8,Greedy Best-First,30,1002300,31.071067811865476,74,True
2026-01-24T18:43:22.942983,64,Open Field,8,JPS,3,11029600,31.071067811865476,1,True
2026-01-24T18:43:22.958219,64,Open Field,9,A*,796,7391600,65.15432893255068,447,True
2026-01-24T18:43:22.982633,64,Open Field,9,BFS,3709,24414000,65.15432893255065,115,True
2026-01-24T18:43:23.017568,64,Open Field,9,Dijkstra,4234,34935400,65.15432893255065,135,True
2026-01-24T18:43:23.018574,64,Open Field,9,Greedy Best-First,50,1006000,65.15432893255067,182,True
2026-01-24T18:43:23.025657,64,Open Field,9,JPS,3,7083000,65.15432893255067,1,True
2026-01-24T18:43:23.034329,64,Open Field,10,A*,385,4016700,37.04163056034262,205,True
2026-01-24T18:43:23.045413,64,Open Field,10,BFS,1810,11083900,37.04163056034262,88,True
2026-01-24T18:43:23.064614,64,Open Field,10,Dijkstra,2098,18185800,37.04163056034261,117,True
2026-01-24T18:43:23.064614,64,Open Field,10,Greedy Best-First,31,0,37.041630560342625,85,True
2026-01-24T18:43:23.072617,64,Open Field,10,JPS,3,8002700,37.041630560342625,1,True
2026-01-24T18:43:23.083965,64,Open Field,11,A*,404,3608500,38.384776310850235,176,True
2026-01-24T18:43:23.111315,64,Open Field,11,BFS,3504,27350100,38.38477631085023,198,True
2026-01-24T18:43:23.141202,64,Open Field,11,Dijkstra,3629,28852700,38.38477631085023,215,True
2026-01-24T18:43:23.141202,64,Open Field,11,Greedy Best-First,34,0,38.38477631085024,98,True
2026-01-24T18:43:23.148258,64,Open Field,11,JPS,3,7056500,38.38477631085024,1,True
2026-01-24T18:43:23.164398,64,Open Field,12,A*,679,7510800,53.01219330881975,339,True
2026-01-24T18:43:23.183013,64,Open Field,12,BFS,2488,17613800,53.012193308819725,102,True
2026-01-24T18:43:23.207343,64,Open Field,12,Dijkstra,3187,24330000,53.012193308819725,140,True
2026-01-24T18:43:23.207343,64,Open Field,12,Greedy Best-First,42,0,53.012193308819754,146,True
2026-01-24T18:43:23.215512,64,Open Field,12,JPS,3,8168300,53.012193308819754,1,True
2026-01-24T18:43:23.225033,64,Open Field,13,A*,377,4053500,39.698484809834994,240,True
2026-01-24T18:43:23.248485,64,Open Field,13,BFS,3697,23451500,39.698484809834994,220,True
2026-01-24T18:43:23.285918,64,Open Field,13,Dijkstra,3999,37433300,39.69848480983499,239,True
2026-01-24T18:43:23.286954,64,Open Field,13,Greedy Best-First,32,1036000,39.69848480983501,110,True
2026-01-24T18:43:23.294769,64,Open Field,13,JPS,3,7814300,39.69848480983501,1,True
2026-01-24T18:43:23.308825,64,Open Field,14,A*,883,7456300,56.45584412271569,259,True
2026-01-24T18:43:23.332099,64,Open Field,14,BFS,3810,23274800,56.45584412271566,125,True
2026-01-24T18:43:23.369336,64,Open Field,14,Dijkstra,3885,37236100,56.455844122715675,143,True
2026-01-24T18:43:23.370351,64,Open Field,14,Greedy Best-First,50,1015900,56.45584412271572,140,True
2026-01-24T18:43:23.377427,64,Open Field,14,JPS,3,7075700,56.45584412271572,1,True
2026-01-24T18:43:23.389517,64,Open Field,15,A*,670,6915200,58.14213562373094,190,True
2026-01-24T18:43:23.411860,64,Open Field,15,BFS,3541,22343700,58.14213562373092,113,True
2026-01-24T18:43:23.441599,64,Open Field,15,Dijkstra,3541,28717900,58.14213562373094,124,True
2026-01-24T18:43:23.441599,64,Open Field,15,Greedy Best-First,55,0,58.14213562373095,134,True
2026-01-24T18:43:23.450674,64,Open Field,15,JPS,3,9075000,58.14213562373095,1,True
2026-01-24T18:43:23.457996,64,Open Field,16,A*,194,2529700,41.24264068711928,101,True
2026-01-24T18:43:23.482620,64,Open Field,16,BFS,2572,24623700,41.24264068711928,105,True
2026-01-24T18:43:23.503928,64,Open Field,16,Dijkstra,2343,20305600,41.24264068711928,124,True
2026-01-24T18:43:23.503928,64,Open Field,16,Greedy Best-First,41,0,41.242640687119284,92,True
2026-01-24T18:43:23.512630,64,Open Field,16,JPS,3,8702800,41.242640687119284,1,True
2026-01-24T18:43:23.523795,64,Open Field,17,A*,631,5571800,49.79898987322331,209,True
2026-01-24T18:43:23.547902,64,Open Field,17,BFS,3811,24107500,49.7989898732233,138,True
2026-01-24T18:43:23.585183,64,Open Field,17,Dijkstra,3839,36278300,49.798989873223306,150,True
2026-01-24T18:43:23.585721,64,Open Field,17,Greedy Best-First,45,537600,49.798989873223334,122,True
2026-01-24T18:43:23.593190,64,Open Field,17,JPS,3,7469600,49.798989873223334,1,True
2026-01-24T18:43:23.594205,64,Open Field,18,A*,38,1014500,12.242640687119286,40,True
2026-01-24T18:43:23.595207,64,Open Field,18,BFS,283,1002800,12.242640687119287,51,True
2026-01-24T18:43:23.597719,64,Open Field,18,Dijkstra,271,2511400,12.242640687119287,61,True
2026-01-24T18:43:23.597719,64,Open Field,18,Greedy Best-First,12,0,12.242640687119286,34,True
2026-01-24T18:43:23.605303,64,Open Field,18,JPS,3,7584600,12.242640687119286,1,True
2026-01-24T18:43:23.609063,64,Open Field,19,A*,180,2739500,28.48528137423857,95,True
2026-01-24T18:43:23.616470,64,Open Field,19,BFS,1021,7406300,28.485281374238575,67,True
2026-01-24T18:43:23.623713,64,Open Field,19,Dijkstra,1021,7243500,28.48528137423857,83,True
2026-01-24T18:43:23.625109,64,Open Field,19,Greedy Best-First,27,1395400,28.48528137423857,70,True
2026-01-24T18:43:23.632696,64,Open Field,19,JPS,3,7587000,28.48528137423857,1,True
2026-01-24T18:43:23.638773,64,Open Field,20,A*,193,2003700,34.65685424949238,93,True
2026-01-24T18:43:23.664422,64,Open Field,20,BFS,3486,24646700,34.656854249492376,184,True
2026-01-24T18:43:23.691001,64,Open Field,20,Dijkstra,3198,26579400,34.656854249492376,207,True
2026-01-24T18:43:23.691001,64,Open Field,20,Greedy Best-First,34,0,34.65685424949238,80,True
2026-01-24T18:43:23.701489,64,Open Field,20,JPS,3,10487300,34.65685424949238,1,True
2026-01-24T18:43:23.753354,64,Random Noise 10%,1,A*,347,4143200,41.55634918610404,147,True
2026-01-24T18:43:23.775021,64,Random Noise 10%,1,BFS,2797,21667200,43.21320343559641,124,True
2026-01-24T18:43:23.806424,64,Random Noise 10%,1,Dijkstra,2814,31403400,41.55634918610404,140,True
2026-01-24T18:43:23.807428,64,Random Noise 10%,1,Greedy Best-First,38,1003800,42.38477631085024,91,True
2026-01-24T18:43:23.810946,64,Random Noise 10%,1,JPS,125,3517800,41.55634918610404,91,True
2026-01-24T18:43:23.815152,64,Random Noise 10%,2,A*,231,2171100,30.55634918610405,106,True
2026-01-24T18:43:23.819778,64,Random Noise 10%,2,BFS,740,4626700,30.556349186104054,52,True
2026-01-24T18:43:23.826445,64,Random Noise 10%,2,Dijkstra,774,6666300,30.55634918610405,61,True
2026-01-24T18:43:23.826445,64,Random Noise 10%,2,Greedy Best-First,27,0,31.384776310850242,73,True
2026-01-24T18:43:23.829563,64,Random Noise 10%,2,JPS,67,3118800,30.55634918610405,56,True
2026-01-24T18:43:23.831607,64,Random Noise 10%,3,A*,83,1038800,21.07106781186548,59,True
2026-01-24T18:43:23.838043,64,Random Noise 10%,3,BFS,874,6436100,21.89949493661167,82,True
2026-01-24T18:43:23.845649,64,Random Noise 10%,3,Dijkstra,878,7606100,21.07106781186548,93,True
2026-01-24T18:43:23.845649,64,Random Noise 10%,3,Greedy Best-First,20,0,21.071067811865476,49,True
2026-01-24T18:43:23.846680,64,Random Noise 10%,3,JPS,29,1031600,21.071067811865476,22,True
2026-01-24T18:43:23.856486,64,Random Noise 10%,4,A*,355,3006500,42.72792206135785,132,True
2026-01-24T18:43:23.879045,64,Random Noise 10%,4,BFS,3010,22559700,46.87005768508878,118,True
2026-01-24T18:43:23.903591,64,Random Noise 10%,4,Dijkstra,2882,23533200,42.72792206135785,129,True
2026-01-24T18:43:23.904596,64,Random Noise 10%,4,Greedy Best-First,40,1004700,45.21320343559643,101,True
2026-01-24T18:43:23.907681,64,Random Noise 10%,4,JPS,109,3084800,42.727922061357845,76,True
2026-01-24T18:43:23.909714,64,Random Noise 10%,5,A*,51,0,15.485281374238573,47,True
2026-01-24T18:43:23.911724,64,Random Noise 10%,5,BFS,321,2010700,16.313708498984763,48,True
2026-01-24T18:43:23.915248,64,Random Noise 10%,5,Dijkstra,361,2520100,15.485281374238573,57,True
2026-01-24T18:43:23.915248,64,Random Noise 10%,5,Greedy Best-First,14,0,15.485281374238571,34,True
2026-01-24T18:43:23.915248,64,Random Noise 10%,5,JPS,17,0,15.485281374238571,19,True
2026-01-24T18:43:23.920942,64,Random Noise 10%,6,A*,221,2165800,39.48528137423857,86,True
2026-01-24T18:43:23.932171,64,Random Noise 10%,6,BFS,1594,9824100,39.48528137423857,80,True
2026-01-24T18:43:23.943381,64,Random Noise 10%,6,Dijkstra,1458,11210900,39.48528137423857,87,True
2026-01-24T18:43:23.944536,64,Random Noise 10%,6,Greedy Best-First,38,1154300,41.14213562373095,80,True
2026-01-24T18:43:23.945546,64,Random Noise 10%,6,JPS,70,1009900,39.48528137423857,45,True
2026-01-24T18:43:23.952641,64,Random Noise 10%,7,A*,301,3054000,48.07106781186547,113,True
2026-01-24T18:43:23.968826,64,Random Noise 10%,7,BFS,2655,16185100,48.07106781186547,118,True
2026-01-24T18:43:23.987599,64,Random Noise 10%,7,Dijkstra,2421,18773100,48.07106781186547,121,True
2026-01-24T18:43:23.988602,64,Random Noise 10%,7,Greedy Best-First,47,1003300,50.55634918610403,92,True
2026-01-24T18:43:23.991732,64,Random Noise 10%,7,JPS,98,3130200,48.071067811865476,81,True
2026-01-24T18:43:23.992784,64,Random Noise 10%,8,A*,14,0,10.071067811865476,32,True
2026-01-24T18:43:23.993799,64,Random Noise 10%,8,BFS,223,1015100,10.071067811865476,63,True
2026-01-24T18:43:23.995806,64,Random Noise 10%,8,Dijkstra,273,2006900,10.071067811865476,83,True
2026-01-24T18:43:23.995806,64,Random Noise 10%,8,Greedy Best-First,9,0,10.071067811865476,28,True
2026-01-24T18:43:23.996820,64,Random Noise 10%,8,JPS,13,1014100,10.071067811865476,21,True
2026-01-24T18:43:23.997822,64,Random Noise 10%,9,A*,37,0,14.242640687119287,39,True
2026-01-24T18:43:24.001597,64,Random Noise 10%,9,BFS,490,3775000,15.071067811865477,64,True
2026-01-24T18:43:24.004647,64,Random Noise 10%,9,Dijkstra,458,3050300,14.242640687119287,71,True
2026-01-24T18:43:24.004647,64,Random Noise 10%,9,Greedy Best-First,14,0,15.899494936611669,41,True
2026-01-24T18:43:24.005651,64,Random Noise 10%,9,JPS,13,1003500,14.242640687119286,18,True
2026-01-24T18:43:24.010885,64,Random Noise 10%,10,A*,151,2447500,37.52691193458119,190,True
2026-01-24T18:43:24.019164,64,Random Noise 10%,10,BFS,1513,8279300,37.526911934581186,111,True
2026-01-24T18:43:24.038503,64,Random Noise 10%,10,Dijkstra,1899,19339000,37.526911934581186,119,True
2026-01-24T18:43:24.039114,64,Random Noise 10%,10,Greedy Best-First,29,0,37.52691193458119,95,True
2026-01-24T18:43:24.041155,64,Random Noise 10%,10,JPS,65,2040400,37.526911934581186,54,True
2026-01-24T18:43:24.044271,64,Random Noise 10%,11,A*,37,0,28.870057685088817,101,True
2026-01-24T18:43:24.049358,64,Random Noise 10%,11,BFS,824,5087600,28.870057685088817,83,True
2026-01-24T18:43:24.057992,64,Random Noise 10%,11,Dijkstra,1137,8634200,28.870057685088817,102,True
2026-01-24T18:43:24.057992,64,Random Noise 10%,11,Greedy Best-First,22,0,28.870057685088817,74,True
2026-01-24T18:43:24.060389,64,Random Noise 10%,11,JPS,33,1394000,28.870057685088817,44,True
2026-01-24T18:43:24.061410,64,Random Noise 10%,12,A*,39,0,13.071067811865476,51,True
2026-01-24T18:43:24.064439,64,Random Noise 10%,12,BFS,451,3028800,13.071067811865477,86,True
2026-01-24T18:43:24.067833,64,Random Noise 10%,12,Dijkstra,466,3393900,13.071067811865476,96,True
2026-01-24T18:43:24.067833,64,Random Noise 10%,12,Greedy Best-First,12,0,13.071067811865476,36,True
2026-01-24T18:43:24.068842,64,Random Noise 10%,12,JPS,14,1009300,13.071067811865476,19,True
2026-01-24T18:43:24.074984,64,Random Noise 10%,13,A*,182,2014200,35.28427124746191,169,True
2026-01-24T18:43:24.089538,64,Random Noise 10%,13,BFS,1913,14553600,35.2842712474619,110,True
2026-01-24T18:43:24.106645,64,Random Noise 10%,13,Dijkstra,2262,17106700,35.2842712474619,125,True
2026-01-24T18:43:24.106645,64,Random Noise 10%,13,Greedy Best-First,28,0,35.284271247461916,86,True
2026-01-24T18:43:24.109159,64,Random Noise 10%,13,JPS,88,2514200,35.284271247461916,63,True
2026-01-24T18:43:24.113857,64,Random Noise 10%,14,A*,226,2690900,30.55634918610405,113,True
2026-01-24T18:43:24.123218,64,Random Noise 10%,14,BFS,1408,9360800,30.556349186104054,89,True
2026-01-24T18:43:24.136729,64,Random Noise 10%,14,Dijkstra,1555,13511300,30.55634918610405,98,True
2026-01-24T18:43:24.137766,64,Random Noise 10%,14,Greedy Best-First,27,1037200,31.384776310850242,71,True
2026-01-24T18:43:24.140887,64,Random Noise 10%,14,JPS,78,3121200,30.55634918610405,63,True
2026-01-24T18:43:24.144280,64,Random Noise 10%,15,A*,60,1033400,19.142135623730955,84,True
2026-01-24T18:43:24.148509,64,Random Noise 10%,15,BFS,726,4229200,19.970562748477146,78,True
2026-01-24T18:43:24.154749,64,Random Noise 10%,15,Dijkstra,843,6240600,19.142135623730955,94,True
2026-01-24T18:43:24.155797,64,Random Noise 10%,15,Greedy Best-First,16,1047900,19.142135623730955,52,True
2026-01-24T18:43:24.156834,64,Random Noise 10%,15,JPS,29,1036500,19.142135623730955,28,True
2026-01-24T18:43:24.165101,64,Random Noise 10%,16,A*,221,1545200,30.72792206135786,105,True
2026-01-24T18:43:24.181276,64,Random Noise 10%,16,BFS,2142,14104400,30.727922061357862,134,True
2026-01-24T18:43:24.198053,64,Random Noise 10%,16,Dijkstra,2174,16776700,30.72792206135786,156,True
2026-01-24T18:43:24.198053,64,Random Noise 10%,16,Greedy Best-First,28,0,31.55634918610405,68,True
2026-01-24T18:43:24.201162,64,Random Noise 10%,16,JPS,70,3108900,30.72792206135786,49,True
2026-01-24T18:43:24.207422,64,Random Noise 10%,17,A*,251,2115600,31.970562748477146,121,True
2026-01-24T18:43:24.225411,64,Random Noise 10%,17,BFS,2559,17988400,31.97056274847715,185,True
2026-01-24T18:43:24.246366,64,Random Noise 10%,17,Dijkstra,2583,20955200,31.970562748477146,189,True
2026-01-24T18:43:24.246366,64,Random Noise 10%,17,Greedy Best-First,28,0,31.970562748477146,76,True
2026-01-24T18:43:24.249495,64,Random Noise 10%,17,JPS,89,3128800,31.970562748477146,66,True
2026-01-24T18:43:24.265771,64,Random Noise 10%,18,A*,1241,10014800,69.94112549695424,270,True
2026-01-24T18:43:24.288785,64,Random Noise 10%,18,BFS,3625,23014300,72.42640687119278,104,True
2026-01-24T18:43:24.316149,64,Random Noise 10%,18,Dijkstra,3780,27363800,69.94112549695424,112,True
2026-01-24T18:43:24.317151,64,Random Noise 10%,18,Greedy Best-First,61,1002300,69.94112549695429,149,True
2026-01-24T18:43:24.332561,64,Random Noise 10%,18,JPS,497,15409500,69.94112549695423,190,True
2026-01-24T18:43:24.333977,64,Random Noise 10%,19,A*,50,0,18.72792206135786,72,True
2026-01-24T18:43:24.338114,64,Random Noise 10%,19,BFS,575,4137800,19.55634918610405,73,True
2026-01-24T18:43:24.344360,64,Random Noise 10%,19,Dijkstra,687,6246100,18.72792206135786,85,True
2026-01-24T18:43:24.344360,64,Random Noise 10%,19,Greedy Best-First,16,0,18.72792206135786,47,True
2026-01-24T18:43:24.345398,64,Random Noise 10%,19,JPS,22,1037100,18.72792206135786,24,True
2026-01-24T18:43:24.354334,64,Random Noise 10%,20,A*,291,2240200,42.94112549695428,213,True
2026-01-24T18:43:24.383703,64,Random Noise 10%,20,BFS,2468,28330500,42.94112549695427,114,True
2026-01-24T18:43:24.414916,64,Random Noise 10%,20,Dijkstra,2915,31213900,42.94112549695427,126,True
2026-01-24T18:43:24.415960,64,Random Noise 10%,20,Greedy Best-First,34,0,44.597979746446654,108,True
2026-01-24T18:43:24.420244,64,Random Noise 10%,20,JPS,118,4284200,42.94112549695427,79,True
2026-01-24T18:43:24.435948,64,Random Noise 20%,1,A*,731,9957000,57.87005768508878,204,True
2026-01-24T18:43:24.465548,64,Random Noise 20%,1,BFS,3191,29599800,60.59797974644661,100,True
2026-01-24T18:43:24.498937,64,Random Noise 20%,1,Dijkstra,3215,32385700,57.87005768508877,117,True
2026-01-24T18:43:24.498937,64,Random Noise 20%,1,Greedy Best-First,50,0,60.597979746446654,121,True
2026-01-24T18:43:24.508678,64,Random Noise 20%,1,JPS,404,8619100,57.87005768508877,137,True
2026-01-24T18:43:24.509686,64,Random Noise 20%,2,A*,30,0,11.242640687119287,23,True
2026-01-24T18:43:24.511195,64,Random Noise 20%,2,BFS,287,1508700,11.242640687119287,65,True
2026-01-24T18:43:24.514224,64,Random Noise 20%,2,Dijkstra,253,3029000,11.242640687119287,68,True
2026-01-24T18:43:24.514224,64,Random Noise 20%,2,Greedy Best-First,11,0,11.242640687119287,25,True
2026-01-24T18:43:24.514224,64,Random Noise 20%,2,JPS,10,0,11.242640687119286,15,True
2026-01-24T18:43:24.519287,64,Random Noise 20%,3,A*,153,2017900,26.55634918610405,83,True
2026-01-24T18:43:24.526598,64,Random Noise 20%,3,BFS,969,7311100,28.213203435596434,80,True
2026-01-24T18:43:24.537353,64,Random Noise 20%,3,Dijkstra,984,10754700,26.556349186104054,86,True
2026-01-24T18:43:24.537860,64,Random Noise 20%,3,Greedy Best-First,23,0,26.55634918610405,54,True
2026-01-24T18:43:24.538872,64,Random Noise 20%,3,JPS,76,1012000,26.556349186104054,47,True
2026-01-24T18:43:24.539880,64,Random Noise 20%,4,A*,7,0,7.65685424949238,19,True
2026-01-24T18:43:24.540883,64,Random Noise 20%,4,BFS,114,1002800,7.65685424949238,43,True
2026-01-24T18:43:24.541888,64,Random Noise 20%,4,Dijkstra,133,1005000,7.65685424949238,48,True
2026-01-24T18:43:24.541888,64,Random Noise 20%,4,Greedy Best-First,7,0,7.65685424949238,19,True
2026-01-24T18:43:24.542963,64,Random Noise 20%,4,JPS,7,1074600,7.65685424949238,12,True
2026-01-24T18:43:24.547269,64,Random Noise 20%,5,A*,135,1006100,25.384776310850242,104,True
2026-01-24T18:43:24.556097,64,Random Noise 20%,5,BFS,1196,8828200,25.384776310850242,114,True
2026-01-24T18:43:24.570217,64,Random Noise 20%,5,Dijkstra,1369,14120200,25.384776310850242,123,True
2026-01-24T18:43:24.570217,64,Random Noise 20%,5,Greedy Best-First,24,0,29.62741699796953,61,True
2026-01-24T18:43:24.571225,64,Random Noise 20%,5,JPS,69,1008300,25.384776310850242,38,True
2026-01-24T18:43:24.573063,64,Random Noise 20%,6,A*,15,0,7.242640687119285,16,True
2026-01-24T18:43:24.573569,64,Random Noise 20%,6,BFS,118,506700,8.071067811865476,43,True
2026-01-24T18:43:24.574098,64,Random Noise 20%,6,Dijkstra,125,528800,7.242640687119285,48,True
2026-01-24T18:43:24.575102,64,Random Noise 20%,6,Greedy Best-First,7,1004200,8.071067811865476,17,True
2026-01-24T18:43:24.575102,64,Random Noise 20%,6,JPS,8,0,7.242640687119285,13,True
2026-01-24T18:43:24.585771,64,Random Noise 20%,7,A*,349,4009200,45.94112549695428,176,True
2026-01-24T18:43:24.600475,64,Random Noise 20%,7,BFS,1965,14703600,46.769552621700456,98,True
2026-01-24T18:43:24.626099,64,Random Noise 20%,7,Dijkstra,2182,23544400,45.941125496954264,109,True
2026-01-24T18:43:24.628148,64,Random Noise 20%,7,Greedy Best-First,37,2049600,48.42640687119284,103,True
2026-01-24T18:43:24.631687,64,Random Noise 20%,7,JPS,157,3538800,45.94112549695427,71,True
2026-01-24T18:43:24.632696,64,Random Noise 20%,8,A*,18,1008500,9.242640687119286,21,True
2026-01-24T18:43:24.633696,64,Random Noise 20%,8,BFS,168,1000000,9.242640687119286,51,True
2026-01-24T18:43:24.635924,64,Random Noise 20%,8,Dijkstra,177,2228000,9.242640687119286,63,True
2026-01-24T18:43:24.635924,64,Random Noise 20%,8,Greedy Best-First,9,0,10.071067811865476,18,True
2026-01-24T18:43:24.635924,64,Random Noise 20%,8,JPS,13,0,9.242640687119286,17,True
2026-01-24T18:43:24.648084,64,Random Noise 20%,9,A*,462,5041400,62.32590180780448,281,True
2026-01-24T18:43:24.665261,64,Random Noise 20%,9,BFS,2784,16174700,62.32590180780448,97,True
2026-01-24T18:43:24.690733,64,Random Noise 20%,9,Dijkstra,3203,25472800,62.32590180780448,101,True
2026-01-24T18:43:24.690733,64,Random Noise 20%,9,Greedy Best-First,51,0,64.91168824543138,132,True
2026-01-24T18:43:24.695829,64,Random Noise 20%,9,JPS,247,5095700,62.32590180780448,112,True
2026-01-24T18:43:24.702324,64,Random Noise 20%,10,A*,213,2044200,31.72792206135786,94,True
2026-01-24T18:43:24.713310,64,Random Noise 20%,10,BFS,1686,10986000,31.72792206135786,110,True
2026-01-24T18:43:24.727642,64,Random Noise 20%,10,Dijkstra,1645,14332000,31.72792206135786,114,True
2026-01-24T18:43:24.727642,64,Random Noise 20%,10,Greedy Best-First,29,0,33.38477631085024,69,True
2026-01-24T18:43:24.729667,64,Random Noise 20%,10,JPS,88,2025800,31.72792206135786,49,True
2026-01-24T18:43:24.732709,64,Random Noise 20%,11,A*,137,1003200,27.48528137423857,61,True
2026-01-24T18:43:24.739320,64,Random Noise 20%,11,BFS,1079,6610700,27.48528137423857,86,True
2026-01-24T18:43:24.746747,64,Random Noise 20%,11,Dijkstra,989,7426800,27.48528137423857,88,True
2026-01-24T18:43:24.746747,64,Random Noise 20%,11,Greedy Best-First,26,0,29.970562748477146,55,True
2026-01-24T18:43:24.747749,64,Random Noise 20%,11,JPS,58,1002500,27.48528137423857,46,True
2026-01-24T18:43:24.749759,64,Random Noise 20%,12,A*,100,0,24.313708498984763,74,True
2026-01-24T18:43:24.754244,64,Random Noise 20%,12,BFS,538,4485600,25.142135623730955,43,True
2026-01-24T18:43:24.757294,64,Random Noise 20%,12,Dijkstra,552,3049900,24.313708498984763,48,True
2026-01-24T18:43:24.757294,64,Random Noise 20%,12,Greedy Best-First,23,0,25.970562748477146,54,True
2026-01-24T18:43:24.760687,64,Random Noise 20%,12,JPS,48,3392900,24.313708498984763,40,True
2026-01-24T18:43:24.762777,64,Random Noise 20%,13,A*,72,511500,22.65685424949238,50,True
2026-01-24T18:43:24.767751,64,Random Noise 20%,13,BFS,827,4974400,24.313708498984763,64,True
2026-01-24T18:43:24.774158,64,Random Noise 20%,13,Dijkstra,775,6406400,22.65685424949238,71,True
2026-01-24T18:43:24.774158,64,Random Noise 20%,13,Greedy Best-First,22,0,24.313708498984763,49,True
2026-01-24T18:43:24.774158,64,Random Noise 20%,13,JPS,32,0,22.65685424949238,33,True
2026-01-24T18:43:24.777316,64,Random Noise 20%,14,A*,62,1049300,27.62741699796953,99,True
2026-01-24T18:43:24.782331,64,Random Noise 20%,14,BFS,890,5014800,27.62741699796953,79,True
2026-01-24T18:43:24.790983,64,Random Noise 20%,14,Dijkstra,1081,8651600,27.62741699796953,94,True
2026-01-24T18:43:24.791985,64,Random Noise 20%,14,Greedy Best-First,24,1002800,30.45584412271572,63,True
2026-01-24T18:43:24.792491,64,Random Noise 20%,14,JPS,39,505200,27.62741699796953,33,True
2026-01-24T18:43:24.804061,64,Random Noise 20%,15,A*,473,6494800,48.041630560342604,145,True
2026-01-24T18:43:24.829998,64,Random Noise 20%,15,BFS,3245,25937300,48.0416305603426,146,True
